Country ISO3,Country Name,Postcode,Zone Name,CRESTA Scheme,CRESTA ID,Zone Name
AUS,Australia,2478,Ballina,LowRes,Australia CR49,Far North coast
AUS,Australia,2479,Bangalow,LowRes,Australia CR49,Far North coast
AUS,Australia,2480,Lismore,LowRes,Australia CR49,Far North coast
AUS,Australia,2481,Byron Bay,LowRes,Australia CR49,Far North coast
AUS,Australia,2482,Mullumbimby,LowRes,Australia CR49,Far North coast
AUS,Australia,2483,Brunswick Heads,LowRes,Australia CR49,Far North coast
AUS,Australia,2484,Murwillumbah,LowRes,Australia CR49,Far North coast
AUS,Australia,2485,Tweed Heads,LowRes,Australia CR49,Far North coast
AUS,Australia,2486,Tweed Heads South,LowRes,Australia CR49,Far North coast
AUS,Australia,2487,Cudgen,LowRes,Australia CR49,Far North coast
AUS,Australia,2488,Bogangar,LowRes,Australia CR49,Far North coast
AUS,Australia,2489,Pottsville,LowRes,Australia CR49,Far North coast
AUS,Australia,2490,Tumbulgum,LowRes,Australia CR49,Far North coast
AUS,Australia,2500,Mangerton,LowRes,Australia CR38,South-West NSW
AUS,Australia,2502,Lake Heights,LowRes,Australia CR40,Illawarra
AUS,Australia,2505,Port Kembla,LowRes,Australia CR40,Illawarra
AUS,Australia,2506,Berkeley,LowRes,Australia CR40,Illawarra
AUS,Australia,2508,Helensburgh,LowRes,Australia CR41,Sydney South
AUS,Australia,2515,Scarborough,LowRes,Australia CR40,Illawarra
AUS,Australia,2516,Bulli,LowRes,Australia CR40,Illawarra
AUS,Australia,2517,Woonona,LowRes,Australia CR40,Illawarra
AUS,Australia,2518,Corrimal,LowRes,Australia CR40,Illawarra
AUS,Australia,2519,Fairy Meadow,LowRes,Australia CR40,Illawarra
AUS,Australia,2525,Figtree,LowRes,Australia CR40,Illawarra
AUS,Australia,2526,Kembla Grange,LowRes,Australia CR40,Illawarra
AUS,Australia,2527,Albion Park,LowRes,Australia CR40,Illawarra
AUS,Australia,2528,Barrack Point,LowRes,Australia CR40,Illawarra
AUS,Australia,2529,Blackbutt,LowRes,Australia CR40,Illawarra
AUS,Australia,2530,Marshall Mount,LowRes,Australia CR40,Illawarra
AUS,Australia,2533,Kiama,LowRes,Australia CR40,Illawarra
AUS,Australia,2534,Gerringong,LowRes,Australia CR35,South Coast NSW
AUS,Australia,2535,Berry,LowRes,Australia CR35,South Coast NSW
AUS,Australia,2536,Batemans Bay,LowRes,Australia CR35,South Coast NSW
AUS,Australia,2537,Moruya,LowRes,Australia CR35,South Coast NSW
AUS,Australia,2538,Milton,LowRes,Australia CR35,South Coast NSW
AUS,Australia,2539,Ulladulla,LowRes,Australia CR35,South Coast NSW
AUS,Australia,2540,St Georges Basin,LowRes,Australia CR35,South Coast NSW
AUS,Australia,2541,Nowra,LowRes,Australia CR35,South Coast NSW
AUS,Australia,2545,Bodalla,LowRes,Australia CR35,South Coast NSW
AUS,Australia,2546,Bermagui,LowRes,Australia CR35,South Coast NSW
AUS,Australia,2548,Merimbula,LowRes,Australia CR35,South Coast NSW
AUS,Australia,2549,South Pambula,LowRes,Australia CR35,South Coast NSW
AUS,Australia,2550,Bega,LowRes,Australia CR35,South Coast NSW
AUS,Australia,2551,Eden,LowRes,Australia CR35,South Coast NSW
AUS,Australia,2555,Badgerys Creek,LowRes,Australia CR42,Sydney West
AUS,Australia,2556,Bringelly,LowRes,Australia CR42,Sydney West
AUS,Australia,2557,Catherine Field,LowRes,Australia CR42,Sydney West
AUS,Australia,2558,Eschol Park,LowRes,Australia CR41,Sydney South
AUS,Australia,2559,Blairmount,LowRes,Australia CR41,Sydney South
AUS,Australia,2560,Appin,LowRes,Australia CR41,Sydney South
AUS,Australia,2563,Menangle Park,LowRes,Australia CR38,South-West NSW
AUS,Australia,2564,Long Point,LowRes,Australia CR41,Sydney South
AUS,Australia,2565,Denham Court,LowRes,Australia CR41,Sydney South
AUS,Australia,2566,Varroville,LowRes,Australia CR41,Sydney South
AUS,Australia,2567,Smeaton Grange,LowRes,Australia CR42,Sydney West
AUS,Australia,2568,Menangle,LowRes,Australia CR38,South-West NSW
AUS,Australia,2569,Douglas Park,LowRes,Australia CR38,South-West NSW
AUS,Australia,2570,The Oaks,LowRes,Australia CR38,South-West NSW
AUS,Australia,2571,Buxton,LowRes,Australia CR38,South-West NSW
AUS,Australia,2572,Thirlmere,LowRes,Australia CR38,South-West NSW
AUS,Australia,2573,Tahmoor,LowRes,Australia CR38,South-West NSW
AUS,Australia,2574,Bargo,LowRes,Australia CR38,South-West NSW
AUS,Australia,2575,Colo Vale,LowRes,Australia CR38,South-West NSW
AUS,Australia,2576,Bowral,LowRes,Australia CR38,South-West NSW
AUS,Australia,2577,Moss Vale,LowRes,Australia CR38,South-West NSW
AUS,Australia,2578,Bundanoon,LowRes,Australia CR35,South Coast NSW
AUS,Australia,2579,Wingello,LowRes,Australia CR38,South-West NSW
AUS,Australia,2580,Goulburn,LowRes,Australia CR38,South-West NSW
AUS,Australia,2581,Gunning,LowRes,Australia CR38,South-West NSW
AUS,Australia,2582,Yass,LowRes,Australia CR38,South-West NSW
AUS,Australia,2583,Crookwell,LowRes,Australia CR38,South-West NSW
AUS,Australia,2584,Binalong,LowRes,Australia CR38,South-West NSW
AUS,Australia,2585,Galong,LowRes,Australia CR38,South-West NSW
AUS,Australia,2586,Boorowa,LowRes,Australia CR38,South-West NSW
AUS,Australia,2587,Murrumburrah,LowRes,Australia CR38,South-West NSW
AUS,Australia,2588,Wallendbeen,LowRes,Australia CR38,South-West NSW
AUS,Australia,2590,Cootamundra,LowRes,Australia CR38,South-West NSW
AUS,Australia,2594,Young,LowRes,Australia CR38,South-West NSW
AUS,Australia,2600,Parkes,LowRes,Australia CR39,Australian Capital Territory
AUS,Australia,2601,City,LowRes,Australia CR39,Australian Capital Territory
AUS,Australia,2602,Lyneham,LowRes,Australia CR39,Australian Capital Territory
AUS,Australia,2603,Red Hill,LowRes,Australia CR39,Australian Capital Territory
AUS,Australia,2604,Kingston,LowRes,Australia CR39,Australian Capital Territory
AUS,Australia,2605,Garran,LowRes,Australia CR39,Australian Capital Territory
AUS,Australia,2606,Lyons,LowRes,Australia CR39,Australian Capital Territory
AUS,Australia,2607,Torrens,LowRes,Australia CR39,Australian Capital Territory
AUS,Australia,2609,Symonston,LowRes,Australia CR39,Australian Capital Territory
AUS,Australia,2611,Waramanga,LowRes,Australia CR38,South-West NSW
AUS,Australia,2612,Turner,LowRes,Australia CR39,Australian Capital Territory
AUS,Australia,2614,Weetangera,LowRes,Australia CR39,Australian Capital Territory
AUS,Australia,2615,Higgins,LowRes,Australia CR39,Australian Capital Territory
AUS,Australia,2617,Evatt,LowRes,Australia CR39,Australian Capital Territory
AUS,Australia,2618,Hall,LowRes,Australia CR38,South-West NSW
AUS,Australia,2619,Jerrabomberra,LowRes,Australia CR38,South-West NSW
AUS,Australia,2620,Gundaroo,LowRes,Australia CR38,South-West NSW
AUS,Australia,2621,Bungendore,LowRes,Australia CR38,South-West NSW
AUS,Australia,2622,Braidwood,LowRes,Australia CR35,South Coast NSW
AUS,Australia,2623,Captains Flat,LowRes,Australia CR38,South-West NSW
AUS,Australia,2626,Bredbo,LowRes,Australia CR38,South-West NSW
AUS,Australia,2627,Jindabyne,LowRes,Australia CR38,South-West NSW
AUS,Australia,2628,Berridale,LowRes,Australia CR38,South-West NSW
AUS,Australia,2629,Adaminaby,LowRes,Australia CR38,South-West NSW
AUS,Australia,2630,Cooma,LowRes,Australia CR38,South-West NSW
AUS,Australia,2631,Nimmitabel,LowRes,Australia CR38,South-West NSW
AUS,Australia,2632,Bombala,LowRes,Australia CR38,South-West NSW
AUS,Australia,2633,Delegate,LowRes,Australia CR38,South-West NSW
AUS,Australia,2640,Wymah,LowRes,Australia CR38,South-West NSW
AUS,Australia,2641,Springdale Heights,LowRes,Australia CR38,South-West NSW
AUS,Australia,2642,Khancoban,LowRes,Australia CR38,South-West NSW
AUS,Australia,2643,Howlong,LowRes,Australia CR38,South-West NSW
AUS,Australia,2644,Holbrook,LowRes,Australia CR38,South-West NSW
AUS,Australia,2645,Urana,LowRes,Australia CR38,South-West NSW
AUS,Australia,2646,Corowa,LowRes,Australia CR38,South-West NSW
AUS,Australia,2647,Mulwala,LowRes,Australia CR38,South-West NSW
AUS,Australia,2648,Wentworth,LowRes,Australia CR38,South-West NSW
AUS,Australia,2649,Nurenmerenmong,LowRes,Australia CR38,South-West NSW
AUS,Australia,2650,Wagga Wagga,LowRes,Australia CR38,South-West NSW
AUS,Australia,2651,Forest Hill,LowRes,Australia CR38,South-West NSW
AUS,Australia,2652,Goolgowi,LowRes,Australia CR38,South-West NSW
AUS,Australia,2653,Tumbarumba,LowRes,Australia CR38,South-West NSW
AUS,Australia,2655,The Rock,LowRes,Australia CR38,South-West NSW
AUS,Australia,2656,Lockhart,LowRes,Australia CR38,South-West NSW
AUS,Australia,2658,Henty,LowRes,Australia CR38,South-West NSW
AUS,Australia,2659,Walla Walla,LowRes,Australia CR38,South-West NSW
AUS,Australia,2660,Culcairn,LowRes,Australia CR38,South-West NSW
AUS,Australia,2661,Kapooka,LowRes,Australia CR38,South-West NSW
AUS,Australia,2663,Junee,LowRes,Australia CR38,South-West NSW
AUS,Australia,2665,Ardlethan,LowRes,Australia CR38,South-West NSW
AUS,Australia,2666,Temora,LowRes,Australia CR38,South-West NSW
AUS,Australia,2668,Barmedman,LowRes,Australia CR38,South-West NSW
AUS,Australia,2669,Ungarie,LowRes,Australia CR38,South-West NSW
AUS,Australia,2671,West Wyalong,LowRes,Australia CR38,South-West NSW
AUS,Australia,2672,Lake Cargelligo,LowRes,Australia CR38,South-West NSW
AUS,Australia,2675,Hillston,LowRes,Australia CR38,South-West NSW
AUS,Australia,2678,Charles Sturt University,LowRes,Australia CR38,South-West NSW
AUS,Australia,2680,Griffith,LowRes,Australia CR38,South-West NSW
AUS,Australia,2681,Yenda,LowRes,Australia CR38,South-West NSW
AUS,Australia,2700,Narrandera,LowRes,Australia CR38,South-West NSW
AUS,Australia,2701,Coolamon,LowRes,Australia CR38,South-West NSW
AUS,Australia,2702,Ganmain,LowRes,Australia CR38,South-West NSW
AUS,Australia,2703,Yanco,LowRes,Australia CR38,South-West NSW
AUS,Australia,2705,Leeton,LowRes,Australia CR38,South-West NSW
AUS,Australia,2706,Darlington Point,LowRes,Australia CR38,South-West NSW
AUS,Australia,2707,Coleambally,LowRes,Australia CR38,South-West NSW
AUS,Australia,2710,Deniliquin,LowRes,Australia CR38,South-West NSW
AUS,Australia,2711,Hay,LowRes,Australia CR38,South-West NSW
AUS,Australia,2712,Berrigan,LowRes,Australia CR38,South-West NSW
AUS,Australia,2713,Finley,LowRes,Australia CR38,South-West NSW
AUS,Australia,2714,Tocumwal,LowRes,Australia CR38,South-West NSW
AUS,Australia,2715,Balranald,LowRes,Australia CR38,South-West NSW
AUS,Australia,2716,Jerilderie,LowRes,Australia CR38,South-West NSW
AUS,Australia,2717,Dareton,LowRes,Australia CR38,South-West NSW
AUS,Australia,2720,Tumut,LowRes,Australia CR38,South-West NSW
AUS,Australia,2721,Quandialla,LowRes,Australia CR38,South-West NSW
AUS,Australia,2722,Gundagai,LowRes,Australia CR38,South-West NSW
AUS,Australia,2725,Stockinbingal,LowRes,Australia CR38,South-West NSW
AUS,Australia,2726,Jugiong,LowRes,Australia CR38,South-West NSW
AUS,Australia,2727,Gobarralong,LowRes,Australia CR38,South-West NSW
AUS,Australia,2729,Adelong,LowRes,Australia CR38,South-West NSW
AUS,Australia,2730,Batlow,LowRes,Australia CR38,South-West NSW
AUS,Australia,2731,Moama,LowRes,Australia CR38,South-West NSW
AUS,Australia,2732,Barham,LowRes,Australia CR38,South-West NSW
AUS,Australia,2733,Moulamein,LowRes,Australia CR38,South-West NSW
AUS,Australia,2734,Tooranie,LowRes,Australia CR38,South-West NSW
AUS,Australia,2735,Koraleigh,LowRes,Australia CR38,South-West NSW
AUS,Australia,2736,Tooleybuc,LowRes,Australia CR38,South-West NSW
AUS,Australia,2737,Euston,LowRes,Australia CR38,South-West NSW
AUS,Australia,2738,Gol Gol,LowRes,Australia CR38,South-West NSW
AUS,Australia,2739,Mourquong,LowRes,Australia CR38,South-West NSW
AUS,Australia,2745,Wallacia,LowRes,Australia CR42,Sydney West
AUS,Australia,2747,Werrington County,LowRes,Australia CR42,Sydney West
AUS,Australia,2748,Orchard Hills,LowRes,Australia CR42,Sydney West
AUS,Australia,2749,Castlereagh,LowRes,Australia CR42,Sydney West
AUS,Australia,2750,South Penrith,LowRes,Australia CR42,Sydney West
AUS,Australia,2752,Silverdale - Warragamba,LowRes,Australia CR38,South-West NSW
AUS,Australia,2753,Bowen Mountain,LowRes,Australia CR42,Sydney West
AUS,Australia,2754,North Richmond,LowRes,Australia CR42,Sydney West
AUS,Australia,2756,Freemans Reach,LowRes,Australia CR47,Northern Slopes
AUS,Australia,2757,Kurmond,LowRes,Australia CR42,Sydney West
AUS,Australia,2758,Kurrajong,LowRes,Australia CR47,Northern Slopes
AUS,Australia,2759,St Clair,LowRes,Australia CR42,Sydney West
AUS,Australia,2760,St Marys,LowRes,Australia CR42,Sydney West
AUS,Australia,2761,Oakhurst,LowRes,Australia CR42,Sydney West
AUS,Australia,2762,Schofields,LowRes,Australia CR42,Sydney West
AUS,Australia,2763,Acacia Gardens,LowRes,Australia CR42,Sydney West
AUS,Australia,2765,Berkshire Park,LowRes,Australia CR42,Sydney West
AUS,Australia,2766,Rooty Hill,LowRes,Australia CR42,Sydney West
AUS,Australia,2767,Woodcroft,LowRes,Australia CR42,Sydney West
AUS,Australia,2768,Glenwood,LowRes,Australia CR42,Sydney West
AUS,Australia,2769,The Ponds,LowRes,Australia CR42,Sydney West
AUS,Australia,2770,Tregear,LowRes,Australia CR42,Sydney West
AUS,Australia,2773,Glenbrook,LowRes,Australia CR45,Blue Mountains
AUS,Australia,2774,Warrimoo,LowRes,Australia CR45,Blue Mountains
AUS,Australia,2775,St Albans,LowRes,Australia CR47,Northern Slopes
AUS,Australia,2776,Faulconbridge,LowRes,Australia CR45,Blue Mountains
AUS,Australia,2777,Hawkesbury Heights,LowRes,Australia CR45,Blue Mountains
AUS,Australia,2778,Linden,LowRes,Australia CR45,Blue Mountains
AUS,Australia,2779,Hazelbrook,LowRes,Australia CR45,Blue Mountains
AUS,Australia,2780,Medlow Bath,LowRes,Australia CR45,Blue Mountains
AUS,Australia,2782,Wentworth Falls,LowRes,Australia CR45,Blue Mountains
AUS,Australia,2783,Lawson,LowRes,Australia CR45,Blue Mountains
AUS,Australia,2784,Bullaburra,LowRes,Australia CR45,Blue Mountains
AUS,Australia,2785,Blackheath,LowRes,Australia CR45,Blue Mountains
AUS,Australia,2786,Mount Victoria,LowRes,Australia CR45,Blue Mountains
AUS,Australia,2787,Oberon,LowRes,Australia CR38,South-West NSW
AUS,Australia,2790,Lithgow,LowRes,Australia CR45,Blue Mountains
AUS,Australia,2791,Carcoar,LowRes,Australia CR38,South-West NSW
AUS,Australia,2792,Mandurama,LowRes,Australia CR38,South-West NSW
AUS,Australia,2793,Woodstock,LowRes,Australia CR38,South-West NSW
AUS,Australia,2794,Cowra,LowRes,Australia CR38,South-West NSW
AUS,Australia,2795,Bathurst,LowRes,Australia CR38,South-West NSW
AUS,Australia,2797,Lyndhurst,LowRes,Australia CR38,South-West NSW
AUS,Australia,2798,Millthorpe,LowRes,Australia CR38,South-West NSW
AUS,Australia,2799,Blayney,LowRes,Australia CR38,South-West NSW
AUS,Australia,2800,Orange,LowRes,Australia CR38,South-West NSW
AUS,Australia,2803,Bendick Murrell,LowRes,Australia CR38,South-West NSW
AUS,Australia,2804,Canowindra,LowRes,Australia CR38,South-West NSW
AUS,Australia,2805,Gooloogong,LowRes,Australia CR38,South-West NSW
AUS,Australia,2806,Eugowra,LowRes,Australia CR38,South-West NSW
AUS,Australia,2807,Koorawatha,LowRes,Australia CR38,South-West NSW
AUS,Australia,2808,Wyangala,LowRes,Australia CR38,South-West NSW
AUS,Australia,2809,Greenethorpe,LowRes,Australia CR38,South-West NSW
AUS,Australia,2810,Grenfell,LowRes,Australia CR38,South-West NSW
AUS,Australia,2817,Tooraweenah,LowRes,Australia CR47,Northern Slopes
AUS,Australia,2818,Geurie,LowRes,Australia CR38,South-West NSW
AUS,Australia,2820,Wellington,LowRes,Australia CR38,South-West NSW
AUS,Australia,2821,Narromine,LowRes,Australia CR38,South-West NSW
AUS,Australia,2822,Eumungerie,LowRes,Australia CR38,South-West NSW
AUS,Australia,2823,Trangie,LowRes,Australia CR38,South-West NSW
AUS,Australia,2824,Warren,LowRes,Australia CR38,South-West NSW
AUS,Australia,2825,Nyngan,LowRes,Australia CR38,South-West NSW
AUS,Australia,2826,Nevertire,LowRes,Australia CR38,South-West NSW
AUS,Australia,2827,Gilgandra,LowRes,Australia CR38,South-West NSW
AUS,Australia,2828,Gulargambone,LowRes,Australia CR47,Northern Slopes
AUS,Australia,2829,Coonamble,LowRes,Australia CR47,Northern Slopes
AUS,Australia,2830,Dubbo,LowRes,Australia CR38,South-West NSW
AUS,Australia,2831,Wongarbon,LowRes,Australia CR38,South-West NSW
AUS,Australia,2832,Walgett,LowRes,Australia CR38,South-West NSW
AUS,Australia,2833,Collarenebri,LowRes,Australia CR38,South-West NSW
AUS,Australia,2834,Lightning Ridge,LowRes,Australia CR38,South-West NSW
AUS,Australia,2835,Cobar,LowRes,Australia CR38,South-West NSW
AUS,Australia,2836,Wilcannia,LowRes,Australia CR38,South-West NSW
AUS,Australia,2838,Goodooga,LowRes,Australia CR38,South-West NSW
AUS,Australia,2839,Brewarrina,LowRes,Australia CR38,South-West NSW
AUS,Australia,2840,Bourke,LowRes,Australia CR38,South-West NSW
AUS,Australia,2842,Mendooran,LowRes,Australia CR47,Northern Slopes
AUS,Australia,2843,Coolah,LowRes,Australia CR38,South-West NSW
AUS,Australia,2844,Dunedoo,LowRes,Australia CR38,South-West NSW
AUS,Australia,2845,Wallerawang,LowRes,Australia CR45,Blue Mountains
AUS,Australia,2846,Capertee,LowRes,Australia CR47,Northern Slopes
AUS,Australia,2847,Portland,LowRes,Australia CR38,South-West NSW
AUS,Australia,2848,Kandos,LowRes,Australia CR38,South-West NSW
AUS,Australia,2849,Rylstone,LowRes,Australia CR38,South-West NSW
AUS,Australia,2850,Mudgee,LowRes,Australia CR38,South-West NSW
AUS,Australia,2852,Gulgong,LowRes,Australia CR38,South-West NSW
AUS,Australia,2864,Cudal,LowRes,Australia CR38,South-West NSW
AUS,Australia,2865,Manildra,LowRes,Australia CR38,South-West NSW
AUS,Australia,2866,Molong,LowRes,Australia CR38,South-West NSW
AUS,Australia,2867,Cumnock,LowRes,Australia CR38,South-West NSW
AUS,Australia,2868,Yeoval,LowRes,Australia CR38,South-West NSW
AUS,Australia,2869,Peak Hill,LowRes,Australia CR38,South-West NSW
AUS,Australia,2870,Parkes,LowRes,Australia CR38,South-West NSW
AUS,Australia,2871,Forbes,LowRes,Australia CR38,South-West NSW
AUS,Australia,2873,Tottenham,LowRes,Australia CR38,South-West NSW
AUS,Australia,2874,Tullamore,LowRes,Australia CR38,South-West NSW
AUS,Australia,2875,Trundle,LowRes,Australia CR38,South-West NSW
AUS,Australia,2876,Gunningbland,LowRes,Australia CR38,South-West NSW
AUS,Australia,2877,Condobolin,LowRes,Australia CR38,South-West NSW
AUS,Australia,2878,Ivanhoe,LowRes,Australia CR38,South-West NSW
AUS,Australia,2879,Menindee,LowRes,Australia CR38,South-West NSW
AUS,Australia,2880,Broken Hill,LowRes,Australia CR38,South-West NSW
AUS,Australia,2898,Lord Howe Island,LowRes,Australia CR48,Mid-North coast
AUS,Australia,2899,Norfolk Island,LowRes,Australia CR49,Far North coast
AUS,Australia,2900,Greenway,LowRes,Australia CR39,Australian Capital Territory
AUS,Australia,2902,Kambah,LowRes,Australia CR39,Australian Capital Territory
AUS,Australia,2903,Wanniassa,LowRes,Australia CR39,Australian Capital Territory
AUS,Australia,2904,Fadden,LowRes,Australia CR39,Australian Capital Territory
AUS,Australia,2905,Theodore,LowRes,Australia CR39,Australian Capital Territory
AUS,Australia,2906,Gordon,LowRes,Australia CR39,Australian Capital Territory
AUS,Australia,2911,Mitchell,LowRes,Australia CR39,Australian Capital Territory
AUS,Australia,2912,Gungahlin,LowRes,Australia CR39,Australian Capital Territory
AUS,Australia,2913,Franklin,LowRes,Australia CR39,Australian Capital Territory
AUS,Australia,2914,Harrison,LowRes,Australia CR39,Australian Capital Territory
AUS,Australia,3000,Melbourne,LowRes,Australia CR33,Melbourne
AUS,Australia,3002,East Melbourne,LowRes,Australia CR33,Melbourne
AUS,Australia,3003,West Melbourne,LowRes,Australia CR33,Melbourne
AUS,Australia,3004,Melbourne,LowRes,Australia CR33,Melbourne
AUS,Australia,3006,South Wharf,LowRes,Australia CR33,Melbourne
AUS,Australia,3008,Docklands,LowRes,Australia CR33,Melbourne
AUS,Australia,3011,Seddon,LowRes,Australia CR33,Melbourne
AUS,Australia,3012,Brooklyn,LowRes,Australia CR33,Melbourne
AUS,Australia,3013,Yarraville,LowRes,Australia CR33,Melbourne
AUS,Australia,3015,Newport,LowRes,Australia CR33,Melbourne
AUS,Australia,3016,Williamstown North,LowRes,Australia CR33,Melbourne
AUS,Australia,3018,Altona,LowRes,Australia CR33,Melbourne
AUS,Australia,3019,Braybrook,LowRes,Australia CR33,Melbourne
AUS,Australia,3020,Sunshine,LowRes,Australia CR33,Melbourne
AUS,Australia,3021,St Albans,LowRes,Australia CR33,Melbourne
AUS,Australia,3022,Ardeer,LowRes,Australia CR33,Melbourne
AUS,Australia,3023,Ravenhall,LowRes,Australia CR33,Melbourne
AUS,Australia,3024,Mount Cottrell,LowRes,Australia CR33,Melbourne
AUS,Australia,3025,Altona North,LowRes,Australia CR33,Melbourne
AUS,Australia,3026,Laverton North,LowRes,Australia CR33,Melbourne
AUS,Australia,3027,Williams Landing,LowRes,Australia CR33,Melbourne
AUS,Australia,3028,Altona Meadows,LowRes,Australia CR33,Melbourne
AUS,Australia,3029,Tarneit,LowRes,Australia CR33,Melbourne
AUS,Australia,3030,Werribee South,LowRes,Australia CR31,South-West Victoria
AUS,Australia,3031,Flemington,LowRes,Australia CR33,Melbourne
AUS,Australia,3032,Travancore,LowRes,Australia CR33,Melbourne
AUS,Australia,3033,Keilor East,LowRes,Australia CR33,Melbourne
AUS,Australia,3034,Avondale Heights,LowRes,Australia CR33,Melbourne
AUS,Australia,3036,Keilor,LowRes,Australia CR33,Melbourne
AUS,Australia,3037,Sydenham,LowRes,Australia CR33,Melbourne
AUS,Australia,3038,Taylors Lakes,LowRes,Australia CR33,Melbourne
AUS,Australia,3039,Moonee Ponds,LowRes,Australia CR33,Melbourne
AUS,Australia,3040,Essendon,LowRes,Australia CR33,Melbourne
AUS,Australia,3041,Essendon North,LowRes,Australia CR33,Melbourne
AUS,Australia,3042,Niddrie,LowRes,Australia CR33,Melbourne
AUS,Australia,3043,Tullamarine,LowRes,Australia CR33,Melbourne
AUS,Australia,3044,Pascoe Vale,LowRes,Australia CR33,Melbourne
AUS,Australia,3045,Melbourne Airport,LowRes,Australia CR33,Melbourne
AUS,Australia,3046,Oak Park,LowRes,Australia CR33,Melbourne
AUS,Australia,3047,Dallas,LowRes,Australia CR33,Melbourne
AUS,Australia,3048,Coolaroo,LowRes,Australia CR33,Melbourne
AUS,Australia,3049,Westmeadows,LowRes,Australia CR33,Melbourne
AUS,Australia,3051,North Melbourne,LowRes,Australia CR33,Melbourne
AUS,Australia,3052,Melbourne University,LowRes,Australia CR33,Melbourne
AUS,Australia,3053,Carlton,LowRes,Australia CR33,Melbourne
AUS,Australia,3054,Princes Hill,LowRes,Australia CR33,Melbourne
AUS,Australia,3055,Brunswick West,LowRes,Australia CR33,Melbourne
AUS,Australia,3056,Brunswick,LowRes,Australia CR33,Melbourne
AUS,Australia,3057,Brunswick East,LowRes,Australia CR33,Melbourne
AUS,Australia,3058,Coburg,LowRes,Australia CR33,Melbourne
AUS,Australia,3059,Greenvale,LowRes,Australia CR33,Melbourne
AUS,Australia,3060,Fawkner,LowRes,Australia CR33,Melbourne
AUS,Australia,3061,Campbellfield,LowRes,Australia CR33,Melbourne
AUS,Australia,3062,Somerton,LowRes,Australia CR33,Melbourne
AUS,Australia,3063,Oaklands Junction,LowRes,Australia CR33,Melbourne
AUS,Australia,3064,Mickleham,LowRes,Australia CR33,Melbourne
AUS,Australia,3065,Fitzroy,LowRes,Australia CR33,Melbourne
AUS,Australia,3066,Collingwood,LowRes,Australia CR33,Melbourne
AUS,Australia,3067,Abbotsford,LowRes,Australia CR33,Melbourne
AUS,Australia,3068,Fitzroy North,LowRes,Australia CR33,Melbourne
AUS,Australia,3070,Northcote,LowRes,Australia CR33,Melbourne
AUS,Australia,3071,Thornbury,LowRes,Australia CR33,Melbourne
AUS,Australia,3072,Preston,LowRes,Australia CR33,Melbourne
AUS,Australia,3073,Reservoir,LowRes,Australia CR33,Melbourne
AUS,Australia,3074,Thomastown,LowRes,Australia CR33,Melbourne
AUS,Australia,3075,Lalor,LowRes,Australia CR33,Melbourne
AUS,Australia,3076,Epping,LowRes,Australia CR33,Melbourne
AUS,Australia,3078,Fairfield,LowRes,Australia CR33,Melbourne
AUS,Australia,3079,Ivanhoe,LowRes,Australia CR33,Melbourne
AUS,Australia,3081,Heidelberg Heights,LowRes,Australia CR33,Melbourne
AUS,Australia,3082,Mill Park,LowRes,Australia CR33,Melbourne
AUS,Australia,3083,Bundoora,LowRes,Australia CR33,Melbourne
AUS,Australia,3084,Rosanna,LowRes,Australia CR33,Melbourne
AUS,Australia,3085,Macleod,LowRes,Australia CR33,Melbourne
AUS,Australia,3087,Watsonia,LowRes,Australia CR33,Melbourne
AUS,Australia,3088,Briar Hill,LowRes,Australia CR33,Melbourne
AUS,Australia,3089,Diamond Creek,LowRes,Australia CR33,Melbourne
AUS,Australia,3090,Plenty,LowRes,Australia CR33,Melbourne
AUS,Australia,3091,Yarrambat,LowRes,Australia CR33,Melbourne
AUS,Australia,3093,Lower Plenty,LowRes,Australia CR33,Melbourne
AUS,Australia,3094,Montmorency,LowRes,Australia CR33,Melbourne
AUS,Australia,3095,Eltham,LowRes,Australia CR33,Melbourne
AUS,Australia,3096,Wattle Glen,LowRes,Australia CR33,Melbourne
AUS,Australia,3097,Kangaroo Ground,LowRes,Australia CR33,Melbourne
AUS,Australia,3099,Cottles Bridge,LowRes,Australia CR33,Melbourne
AUS,Australia,3101,Kew,LowRes,Australia CR33,Melbourne
AUS,Australia,3102,Kew East,LowRes,Australia CR33,Melbourne
AUS,Australia,3103,Balwyn,LowRes,Australia CR33,Melbourne
AUS,Australia,3104,Balwyn North,LowRes,Australia CR33,Melbourne
AUS,Australia,3105,Bulleen,LowRes,Australia CR33,Melbourne
AUS,Australia,3106,Templestowe,LowRes,Australia CR33,Melbourne
AUS,Australia,3107,Templestowe Lower,LowRes,Australia CR33,Melbourne
AUS,Australia,3108,Doncaster,LowRes,Australia CR33,Melbourne
AUS,Australia,3109,Doncaster East,LowRes,Australia CR33,Melbourne
AUS,Australia,3111,Donvale,LowRes,Australia CR33,Melbourne
AUS,Australia,3113,North Warrandyte,LowRes,Australia CR33,Melbourne
AUS,Australia,3114,Park Orchards,LowRes,Australia CR33,Melbourne
AUS,Australia,3115,Wonga Park,LowRes,Australia CR33,Melbourne
AUS,Australia,3116,Chirnside Park,LowRes,Australia CR34,Dandenong Ranges
AUS,Australia,3121,Cremorne,LowRes,Australia CR33,Melbourne
AUS,Australia,3122,Hawthorn,LowRes,Australia CR33,Melbourne
AUS,Australia,3123,Hawthorn East,LowRes,Australia CR33,Melbourne
AUS,Australia,3124,Camberwell,LowRes,Australia CR33,Melbourne
