id,postcode,locality,state,long,lat
484,2163,SYDNEY,NSW,151.268071,-33.794883
485,2164,SYDNEY,NSW,151.268071,-33.794883
486,2165,SYDNEY,NSW,151.268071,-33.794883
487,2166,SYDNEY,NSW,151.268071,-33.794883
488,2167,SYDNEY,NSW,151.268071,-33.794883
489,2168,SYDNEY,NSW,151.268071,-33.794883
490,2170,SYDNEY,NSW,151.268071,-33.794883
491,2171,SYDNEY,NSW,151.268071,-33.794883
492,2172,SYDNEY,NSW,151.268071,-33.794883
493,2173,SYDNEY,NSW,151.268071,-33.794883
494,2174,SYDNEY,NSW,151.268071,-33.794883
495,2175,SYDNEY,NSW,151.268071,-33.794883
496,2176,SYDNEY,NSW,151.268071,-33.794883
497,2177,SYDNEY,NSW,151.268071,-33.794883
498,2178,SYDNEY,NSW,151.268071,-33.794883
499,2179,SYDNEY,NSW,151.268071,-33.794883
500,2190,SYDNEY,NSW,151.268071,-33.794883
501,2191,SYDNEY,NSW,151.268071,-33.794883
502,2192,SYDNEY,NSW,151.268071,-33.794883
503,2193,SYDNEY,NSW,151.268071,-33.794883
504,2194,SYDNEY,NSW,151.268071,-33.794883
505,2195,SYDNEY,NSW,151.268071,-33.794883
506,2196,SYDNEY,NSW,150.866145,-33.666729
507,2197,SYDNEY,NSW,150.87022,-33.664575
508,2198,SYDNEY,NSW,151.268071,-33.794883
509,2199,SYDNEY,NSW,151.268071,-33.794883
510,2200,SYDNEY,NSW,151.268071,-33.794883
511,2203,SYDNEY,NSW,151.268071,-33.794883
512,2204,SYDNEY,NSW,151.268071,-33.794883
513,2205,SYDNEY,NSW,151.268071,-33.794883
514,2206,SYDNEY,NSW,151.268071,-33.794883
515,2207,SYDNEY,NSW,151.268071,-33.794883
516,2208,SYDNEY,NSW,151.268071,-33.794883
517,2209,SYDNEY,NSW,151.268071,-33.794883
518,2210,SYDNEY,NSW,151.268071,-33.794883
519,2211,SYDNEY,NSW,151.268071,-33.794883
520,2212,SYDNEY,NSW,151.268071,-33.794883
521,2213,SYDNEY,NSW,151.268071,-33.794883
522,2214,SYDNEY,NSW,150.874265,-33.66279
523,2216,SYDNEY,NSW,151.268071,-33.794883
524,2217,SYDNEY,NSW,151.268071,-33.794883
525,2218,SYDNEY,NSW,151.268071,-33.794883
526,2219,SYDNEY,NSW,151.268071,-33.794883
527,2220,SYDNEY,NSW,151.268071,-33.794883
528,2221,SYDNEY,NSW,151.268071,-33.794883
529,2222,SYDNEY,NSW,151.268071,-33.794883
530,2223,SYDNEY,NSW,151.268071,-33.794883
531,2224,SYDNEY,NSW,151.268071,-33.794883
532,2225,SYDNEY,NSW,151.268071,-33.794883
533,2226,SYDNEY,NSW,151.268071,-33.794883
534,2227,SYDNEY,NSW,151.268071,-33.794883
535,2228,SYDNEY,NSW,151.268071,-33.794883
536,2229,SYDNEY,NSW,151.268071,-33.794883
537,2230,SYDNEY,NSW,151.268071,-33.794883
538,2231,SYDNEY,NSW,151.268071,-33.794883
539,2232,SYDNEY,NSW,151.268071,-33.794883
540,2233,SYDNEY,NSW,151.268071,-33.794883
541,2234,SYDNEY,NSW,151.268071,-33.794883
542,2250,SYDNEY,NSW,151.268071,-33.794883
543,2251,SYDNEY,NSW,151.268071,-33.794883
544,2252,SYDNEY,NSW,151.268071,-33.794883
545,2256,SYDNEY,NSW,151.268071,-33.794883
546,2257,SYDNEY,NSW,151.268071,-33.794883
547,2258,SYDNEY,NSW,151.268071,-33.794883
548,2259,SYDNEY,NSW,151.268071,-33.794883
549,2260,SYDNEY,NSW,151.268071,-33.794883
550,2261,SYDNEY,NSW,151.268071,-33.794883
551,2262,SYDNEY,NSW,151.268071,-33.794883
552,2263,SYDNEY,NSW,151.268071,-33.794883
553,2264,SYDNEY,NSW,151.268071,-33.794883
554,2265,SYDNEY,NSW,151.268071,-33.794883
555,2267,SYDNEY,NSW,151.268071,-33.794883
556,2278,SYDNEY,NSW,151.268071,-33.794883
557,2280,SYDNEY,NSW,151.268071,-33.794883
558,2281,SYDNEY,NSW,151.268071,-33.794883
559,2282,SYDNEY,NSW,151.268071,-33.794883
560,2283,SYDNEY,NSW,151.268071,-33.794883
561,2284,SYDNEY,NSW,151.268071,-33.794883
562,2285,SYDNEY,NSW,151.268071,-33.794883
563,2286,SYDNEY,NSW,151.268071,-33.794883
564,2287,SYDNEY,NSW,151.268071,-33.794883
565,2289,SYDNEY,NSW,151.268071,-33.794883
566,2290,SYDNEY,NSW,151.268071,-33.794883
567,2291,SYDNEY,NSW,151.268071,-33.794883
568,2292,SYDNEY,NSW,151.268071,-33.794883
569,2293,SYDNEY,NSW,151.268071,-33.794883
570,2294,SYDNEY,NSW,151.268071,-33.794883
571,2295,SYDNEY,NSW,151.268071,-33.794883
572,2296,SYDNEY,NSW,151.268071,-33.794883
573,2297,SYDNEY,NSW,151.268071,-33.794883
574,2298,SYDNEY,NSW,151.268071,-33.794883
575,2299,SYDNEY,NSW,151.268071,-33.794883
576,2300,SYDNEY,NSW,151.268071,-33.794883
577,2302,SYDNEY,NSW,151.268071,-33.794883
578,2303,SYDNEY,NSW,151.268071,-33.794883
579,2304,SYDNEY,NSW,151.268071,-33.794883
580,2305,SYDNEY,NSW,151.268071,-33.794883
581,2306,SYDNEY,NSW,151.268071,-33.794883
582,2307,SYDNEY,NSW,147.685283,-34.790684
583,2308,SYDNEY,NSW,151.268071,-33.794883
584,2309,SYDNEY,NSW,151.268071,-33.794883
585,2310,SYDNEY,NSW,151.268071,-33.794883
586,2311,SYDNEY,NSW,151.268071,-33.794883
587,2312,SYDNEY,NSW,151.268071,-33.794883
588,2314,SYDNEY,NSW,151.268071,-33.794883
589,2315,SYDNEY,NSW,151.268071,-33.794883
591,2316,SYDNEY,NSW,151.268071,-33.794883
592,2317,SYDNEY,NSW,151.268071,-33.794883
593,2318,SYDNEY,NSW,151.268071,-33.794883
595,2319,SYDNEY,NSW,151.268071,-33.794883
597,2320,SYDNEY,NSW,151.268071,-33.794883
598,2321,HAYMARKET,NSW,151.659454,-29.816475
599,2322,AUSTRALIA SQUARE,NSW,151.176251,-33.891788
600,2323,AUSTRALIA SQUARE,NSW,151.176251,-33.891788
601,2324,AUSTRALIA SQUARE,NSW,151.176251,-33.891788
602,2325,AUSTRALIA SQUARE,NSW,151.176251,-33.891788
603,2326,AUSTRALIA SQUARE,NSW,151.176251,-33.891788
604,2327,AUSTRALIA SQUARE,NSW,151.176251,-33.891788
605,2328,AUSTRALIA SQUARE,NSW,151.176251,-33.891788
606,2329,GROSVENOR PLACE,NSW,151.034025,-33.741311
607,2330,GROSVENOR PLACE,NSW,151.034025,-33.741311
608,2331,GROSVENOR PLACE,NSW,151.034025,-33.741311
609,2333,GROSVENOR PLACE,NSW,151.034025,-33.741311
610,2334,GROSVENOR PLACE,NSW,151.034025,-33.741311
611,2335,ROYAL EXCHANGE,NSW,151.207905,-33.86533
612,2336,ROYAL EXCHANGE,NSW,151.207905,-33.86533
613,2337,ROYAL EXCHANGE,NSW,151.207905,-33.86533
614,2338,ROYAL EXCHANGE,NSW,151.207905,-33.86533
615,2339,ROYAL EXCHANGE,NSW,151.207905,-33.86533
616,2340,QUEEN VICTORIA BUILDING,NSW,151.206708,-33.871749
617,2341,QUEEN VICTORIA BUILDING,NSW,151.206708,-33.871749
618,2342,QUEEN VICTORIA BUILDING,NSW,151.206708,-33.871749
619,2343,QUEEN VICTORIA BUILDING,NSW,151.206708,-33.871749
620,2344,QUEEN VICTORIA BUILDING,NSW,151.206708,-33.871749
621,2345,SYDNEY SOUTH,NSW,151.042528,-33.815551
622,2346,SYDNEY SOUTH,NSW,151.042528,-33.815551
623,2347,SYDNEY SOUTH,NSW,151.042528,-33.815551
624,2348,SYDNEY SOUTH,NSW,151.042528,-33.815551
625,2350,SYDNEY SOUTH,NSW,151.042528,-33.815551
626,2351,HAYMARKET,NSW,151.659454,-29.816475
627,2352,HAYMARKET,NSW,151.659454,-29.816475
628,2353,HAYMARKET,NSW,151.659454,-29.816475
629,2354,HAYMARKET,NSW,151.659454,-29.816475
630,2355,HAYMARKET,NSW,151.659454,-29.816475
631,2356,SYDNEY,NSW,151.268071,-33.794883
632,2357,SYDNEY,NSW,151.268071,-33.794883
633,2358,SYDNEY,NSW,151.268071,-33.794883
634,2359,SYDNEY,NSW,151.268071,-33.794883
635,2360,SYDNEY,NSW,151.268071,-33.794883
636,2361,SYDNEY,NSW,151.268071,-33.794883
637,2365,SYDNEY,NSW,151.268071,-33.794883
638,2369,SYDNEY,NSW,151.268071,-33.794883
639,2370,SYDNEY,NSW,151.268071,-33.794883
640,2371,DARLINGHURST,NSW,151.220876,-33.877331
644,2372,EASTERN SUBURBS MC,NSW,151.21,-33.9508
665,2379,POTTS POINT,NSW,151.117575,-33.82269
666,2380,KINGS CROSS,NSW,148.021014,-35.537721
667,2381,WOOLLAHRA,NSW,151.240508,-33.88871
668,2382,BONDI JUNCTION,NSW,151.262502,-33.893739
669,2386,DOUBLE BAY,NSW,151.241938,-33.87584
672,2387,BROADWAY,NSW,151.199825,-33.884217
24069,2388,CHULLORA,NSW,151.0477059,-33.89194485
674,2390,SOUTHERN SUBURBS MC,NSW,151.094,-34.0641
675,2395,STRAWBERRY HILLS,NSW,150.931838,-33.726098
676,2396,STRAWBERRY HILLS,NSW,150.931838,-33.726098
677,2397,STRAWBERRY HILLS,NSW,150.931838,-33.726098
678,2398,STRAWBERRY HILLS,NSW,150.931838,-33.726098
679,2399,STRAWBERRY HILLS,NSW,150.931838,-33.726098
680,2400,STRAWBERRY HILLS,NSW,150.931838,-33.726098
681,2401,STRAWBERRY HILLS,NSW,150.931838,-33.726098
2415,2402,STRAWBERRY HILLS,NSW,150.931838,-33.726098
2416,2403,STRAWBERRY HILLS,NSW,150.931838,-33.726098
2417,2404,EVELEIGH,NSW,151.199489,-33.890232
2418,2405,ALEXANDRIA,NSW,151.108248,-33.711785
2419,2406,WATERLOO,NSW,151.057914,-33.902836
2420,2408,WATERLOO,NSW,151.057914,-33.902836
2421,2409,ROSEBERY,NSW,151.007691,-34.083089
2422,2410,CAMPERDOWN,NSW,153.13679,-30.305815
2423,2411,BOTANY,NSW,151.197644,-33.947087
2424,2415,MASCOT,NSW,151.210791,-33.926669
2425,2420,KENSINGTON,NSW,151.140735,-33.888549
2426,2421,UNSW SYDNEY,NSW,151.234417,-33.906561
2427,2422,DRUMMOYNE,NSW,151.151958,-33.842999
2428,2423,MARRICKVILLE,NSW,151.15334,-33.90911
2429,2424,MARRICKVILLE,NSW,151.15334,-33.90911
2430,2425,KINGSGROVE,NSW,151.100027,-33.935923
2431,2426,HURSTVILLE BC,NSW,151.101,-33.9646
2432,2427,KINGSGROVE DC,NSW,151.101,-33.9386
2433,2428,KOGARAH,NSW,151.140345,-33.974354
2435,2429,MIRANDA,NSW,151.107201,-34.035878
2436,2430,HURSTVILLE,NSW,151.088939,-33.975869
2437,2431,CARINGBAH,NSW,151.123943,-34.046927
2438,2439,SUTHERLAND,NSW,151.0622,-34.015705
2439,2440,WEST CHATSWOOD,NSW,151.207261,-33.824607
2440,2441,NORTHBRIDGE,NSW,151.214797,-33.812636
2441,2442,MILSONS POINT,NSW,151.193071,-33.865367
2442,2443,ARTARMON,NSW,151.192733,-33.808087
2444,2444,CROWS NEST,NSW,151.20085,-33.83459
2445,2445,ST LEONARDS,NSW,151.468652,-33.292001
2446,2446,LANE COVE,NSW,151.187955,-33.791875
2447,2447,LANE COVE,NSW,151.187955,-33.791875
2448,2448,LANE COVE DC,NSW,151.166,-33.8148
2452,2449,HORNSBY,NSW,151.099812,-33.707684
2453,2450,HORNSBY WESTFIELD,NSW,151.101,-33.7046
2454,2452,FRENCHS FOREST,NSW,151.246751,-33.793137
2455,2453,FRENCHS FOREST,NSW,151.246751,-33.793137
2456,2454,MANLY,NSW,151.505125,-33.329799
2457,2455,MONA VALE,NSW,151.216799,-33.698773
2458,2456,MONA VALE,NSW,151.216799,-33.698773
24070,2460,NORTH RYDE,NSW,151.12,-33.7932
2459,2462,NORTH RYDE BC,NSW,151.12,-33.7932
2460,2463,GLADESVILLE,NSW,151.139681,-33.833033
2461,2464,RYDE,NSW,151.137807,-33.761498
2462,2465,WEST RYDE,NSW,151.09064,-33.80406
2473,2466,ERMINGTON,NSW,151.206982,-33.950299
2475,2469,EPPING,NSW,151.116696,-33.78417
2477,2470,PENNANT HILLS,NSW,151.049106,-33.758433
2478,2471,SEVEN HILLS,NSW,150.966912,-33.760263
2479,2472,PARRAMATTA,NSW,151.139472,-33.886166
2480,2473,PARRAMATTA,NSW,151.139472,-33.886166
2481,2474,NORTH PARRAMATTA,NSW,151.023102,-33.857053
2482,2475,BAULKHAM HILLS,NSW,150.968177,-33.767239
2483,2476,CASTLE HILL,NSW,151.030535,-33.735906
2484,2477,PENNANT HILLS,NSW,151.049106,-33.758433
2485,2478,SEVEN HILLS MC,NSW,150.932,-33.7779
2486,2479,ST MARYS,NSW,151.19554,-33.859047
4457,2480,ASHFIELD,NSW,151.124008,-33.887602
4458,2481,BURWOOD,NSW,151.10082,-33.891556
4459,2482,SILVERWATER,NSW,151.051375,-33.82328
4461,2483,STRATHFIELD,NSW,151.093326,-33.877139
4462,2484,LIDCOMBE,NSW,151.044768,-33.872483
4464,2485,GRANVILLE,NSW,150.948582,-33.859289
4465,2486,GRANVILLE,NSW,150.948582,-33.859289
4466,2487,AUBURN,NSW,151.023796,-33.883928
24071,2488,WETHERILL PARK,NSW,150.911,-33.8498
4468,2489,WETHERILL PARK DC,NSW,150.911,-33.8498
4469,2490,FAIRFIELD,NSW,150.961124,-33.850457
4470,2500,LIVERPOOL,NSW,151.103632,-33.888327
24072,2502,MOOREBANK,NSW,150.9413383,-33.93566973
4471,2505,MOOREBANK,NSW,150.9413383,-33.93566973
4472,2506,BANKSTOWN,NSW,151.024581,-33.907417
4473,2508,BANKSTOWN,NSW,151.024581,-33.907417
4474,2515,INGLEBURN,NSW,150.802088,-33.960035
4475,2516,MILPERRA,NSW,151.000183,-33.932221
20208,2517,BARANGAROO,NSW,151.2015802,-33.86051951
4478,2518,DARLING HARBOUR,NSW,151.256649,-33.859953
4479,2519,DAWES POINT,NSW,151.256649,-33.859953
4480,2520,HAYMARKET,NSW,151.256649,-33.859953
4481,2522,MILLERS POINT,NSW,151.256649,-33.859953
4482,2525,PARLIAMENT HOUSE,NSW,151.256649,-33.859953
4483,2526,SYDNEY,NSW,151.256649,-33.859953
4484,2527,SYDNEY SOUTH,NSW,151.256649,-33.859953
4485,2528,THE ROCKS,NSW,151.256649,-33.859953
4486,2529,SYDNEY,NSW,151.268071,-33.794883
5,2530,WORLD SQUARE,NSW,151.2069237,-33.8771211
4487,2533,ALEXANDRIA MC,NSW,151.19,-33.908
4488,2534,EASTERN SUBURBS MC,NSW,151.21,-33.9508
4489,2535,THE UNIVERSITY OF SYDNEY,NSW,151.186507,-33.889219
4490,2536,BROADWAY,NSW,151.19665,-33.883189
4491,2537,ULTIMO,NSW,151.19665,-33.883189
4492,2538,CHIPPENDALE,NSW,151.193858,-33.891146
4493,2539,DARLINGTON,NSW,151.193858,-33.891146
4494,2540,GOLDEN GROVE,NSW,151.193858,-33.891146
4495,2541,DARLING ISLAND,NSW,151.193055,-33.871222
4496,2545,PYRMONT,NSW,151.193055,-33.871222
4497,2546,DARLINGHURST,NSW,151.212262,-33.884119
4498,2548,SURRY HILLS,NSW,151.212262,-33.884119
4499,2549,TAYLOR SQUARE,NSW,151.212262,-33.884119
4500,2550,ELIZABETH BAY,NSW,151.221626,-33.873599
4501,2551,HMAS KUTTABUL,NSW,151.221626,-33.873599
4502,2555,KINGS CROSS,NSW,151.221626,-33.873599
4503,2556,POTTS POINT,NSW,151.221626,-33.873599
4504,2557,RUSHCUTTERS BAY,NSW,151.221626,-33.873599
4505,2558,WOOLLOOMOOLOO,NSW,151.221626,-33.873599
4506,2559,STRAWBERRY HILLS,NSW,150.931838,-33.726098
4507,2560,STRAWBERRY HILLS,NSW,150.931838,-33.726098
4508,2563,ALEXANDRIA,NSW,151.194825,-33.910105
4509,2564,BEACONSFIELD,NSW,151.194825,-33.910105
4510,2565,EVELEIGH,NSW,151.194825,-33.910105
4511,2566,REDFERN,NSW,151.206211,-33.894912
4512,2567,WATERLOO,NSW,151.206316,-33.903892
22871,2568,WATERLOO DC,NSW,151.206,-33.9003
4513,2569,ZETLAND,NSW,151.206316,-33.903892
4514,2570,EASTLAKES,NSW,151.202697,-33.9233
4515,2571,ROSEBERY,NSW,151.202697,-33.9233
4516,2572,BANKSMEADOW,NSW,151.207285,-33.946923
4517,2573,BOTANY,NSW,151.207285,-33.946923
4518,2574,MASCOT,NSW,151.176775,-33.936179
4519,2575,SYDNEY DOMESTIC AIRPORT,NSW,151.176775,-33.936179
4520,2576,SYDNEY INTERNATIONAL AIRPORT,NSW,151.176775,-33.936179
4521,2577,CENTENNIAL PARK,NSW,151.227236,-33.895705
4522,2578,MOORE PARK,NSW,151.227236,-33.895705
4523,2579,PADDINGTON,NSW,151.227236,-33.895705
4524,2580,BONDI JUNCTION,NSW,151.245049,-33.896401
4525,2581,BONDI JUNCTION PLAZA,NSW,151.245049,-33.896401
4526,2582,QUEENS PARK,NSW,151.245049,-33.896401
4527,2583,BELLEVUE HILL,NSW,151.25591,-33.884685
4528,2584,BRONTE,NSW,151.259392,-33.904414
4529,2585,CHARING CROSS,NSW,151.259392,-33.904414
4530,2586,WAVERLEY,NSW,151.259392,-33.904414
4531,2587,WOOLLAHRA,NSW,151.240508,-33.88871
4532,2588,BEN BUCKLER,NSW,151.268968,-33.891041
4533,2590,BONDI,NSW,151.268968,-33.891041
4534,2594,BONDI BEACH,NSW,151.268968,-33.891041
4535,2600,NORTH BONDI,NSW,151.268968,-33.891041
4536,2601,TAMARAMA,NSW,151.268968,-33.891041
4537,2602,DARLING POINT,NSW,151.250494,-33.868972
4538,2603,EDGECLIFF,NSW,151.250494,-33.868972
4539,2604,HMAS RUSHCUTTERS,NSW,151.250494,-33.868972
4540,2605,POINT PIPER,NSW,151.250494,-33.868972
4541,2606,DOUBLE BAY,NSW,151.240965,-33.878413
4542,2607,ROSE BAY,NSW,151.266989,-33.875709
4543,2608,DIAMOND BAY,NSW,151.275977,-33.858378
4544,2609,DOVER HEIGHTS,NSW,151.275977,-33.858378
4545,2610,HMAS WATSON,NSW,151.275977,-33.858378
4546,2611,ROSE BAY NORTH,NSW,151.275977,-33.858378
4547,2612,VAUCLUSE,NSW,151.275977,-33.858378
4548,2614,WATSONS BAY,NSW,151.275977,-33.858378
4549,2615,CLOVELLY,NSW,151.239167,-33.914832
4550,2616,CLOVELLY WEST,NSW,151.239167,-33.914832
4551,2617,RANDWICK,NSW,151.239167,-33.914832
22858,2618,RANDWICK DC,NSW,151.242,-33.9132
4552,2619,ST PAULS,NSW,151.239167,-33.914832
4553,2620,DACEYVILLE,NSW,151.223936,-33.930314
4554,2621,KINGSFORD,NSW,151.223936,-33.930314
4555,2622,KENSINGTON,NSW,151.218435,-33.91139
4556,2623,COOGEE,NSW,151.252171,-33.929096
4557,2624,SOUTH COOGEE,NSW,151.252171,-33.929096
4558,2625,MAROUBRA,NSW,151.241292,-33.945635
4559,2626,MAROUBRA SOUTH,NSW,151.241292,-33.945635
4560,2627,PAGEWOOD,NSW,151.241292,-33.945635
4561,2628,CHIFLEY,NSW,151.237844,-33.969624
4562,2629,EASTGARDENS,NSW,151.237844,-33.969624
4563,2630,HILLSDALE,NSW,151.237844,-33.969624
4564,2631,LA PEROUSE,NSW,151.237844,-33.969624
4565,2632,LITTLE BAY,NSW,151.237844,-33.969624
4566,2633,MALABAR,NSW,151.237844,-33.969624
4567,2640,MATRAVILLE,NSW,151.237844,-33.969624
4568,2641,PHILLIP BAY,NSW,151.237844,-33.969624
4569,2642,PORT BOTANY,NSW,151.237844,-33.969624
4570,2643,FOREST LODGE,NSW,151.184458,-33.880179
4571,2644,GLEBE,NSW,151.184458,-33.880179
4572,2645,ANNANDALE,NSW,151.170165,-33.881624
4573,2646,ROZELLE,NSW,151.171915,-33.867187
4574,2647,LEICHHARDT,NSW,151.156819,-33.878774
4575,2648,LILYFIELD,NSW,151.156819,-33.878774
4576,2649,BALMAIN,NSW,151.180095,-33.858556
4577,2650,BALMAIN EAST,NSW,151.180095,-33.858556
4578,2651,BIRCHGROVE,NSW,151.180095,-33.858556
4579,2652,ENMORE,NSW,151.175354,-33.900649
4580,2653,NEWTOWN,NSW,151.175354,-33.900649
4581,2655,ERSKINEVILLE,NSW,151.184665,-33.903521
4582,2656,ST PETERS,NSW,151.17074,-33.920698
22863,2658,ST PETERS DC,NSW,151.177,-33.9195
4583,2659,SYDENHAM,NSW,151.17074,-33.920698
4584,2660,TEMPE,NSW,151.17074,-33.920698
4585,2661,HABERFIELD,NSW,151.138684,-33.879301
4586,2663,ABBOTSFORD,NSW,151.133865,-33.866044
4587,2665,CANADA BAY,NSW,151.133865,-33.866044
4588,2666,CHISWICK,NSW,151.133865,-33.866044
4589,2668,FIVE DOCK,NSW,151.133865,-33.866044
4590,2669,RODD POINT,NSW,151.133865,-33.866044
4591,2671,RUSSELL LEA,NSW,151.133865,-33.866044
4592,2672,WAREEMBA,NSW,151.133865,-33.866044
4593,2675,DRUMMOYNE,NSW,151.165735,-33.853924
4594,2678,STANMORE,NSW,151.16564,-33.89418
4595,2680,WESTGATE,NSW,151.16564,-33.89418
4321,2681,LEWISHAM,NSW,151.15085,-33.897219
4322,2700,PETERSHAM,NSW,151.15085,-33.897219
4323,2701,PETERSHAM NORTH,NSW,151.15085,-33.897219
4324,2702,CAMPERDOWN,NSW,151.17598,-33.89037
4325,2703,MISSENDEN ROAD,NSW,151.17598,-33.89037
4326,2705,UNSW SYDNEY,NSW,151.234417,-33.906561
4327,2706,NORTH SYDNEY,NSW,151.104935,-33.802837
4328,2707,CHATSWOOD,NSW,151.1899,-33.791988
4329,2708,NORTHERN SUBURBS MC,NSW,146.921,-31.2532
4330,2710,NORTH SYDNEY,NSW,151.104935,-33.802837
4331,2711,HMAS PLATYPUS,NSW,151.204557,-33.839863
4332,2712,HMAS WATERHEN,NSW,151.204557,-33.839863
4333,2713,LAVENDER BAY,NSW,151.204557,-33.839863
4334,2714,MCMAHONS POINT,NSW,151.204557,-33.839863
4335,2715,NORTH SYDNEY,NSW,151.204557,-33.839863
4336,2716,NORTH SYDNEY SHOPPINGWORLD,NSW,151.204557,-33.839863
4337,2717,WAVERTON,NSW,151.204557,-33.839863
4338,2720,KIRRIBILLI,NSW,151.212372,-33.848785
4339,2721,MILSONS POINT,NSW,151.212372,-33.848785
4340,2722,CAMMERAY,NSW,151.21246,-33.822837
4341,2725,NORTHBRIDGE,NSW,151.214797,-33.812636
4342,2726,ARTARMON,NSW,151.183801,-33.813209
4343,2727,CROWS NEST,NSW,151.192212,-33.828361
22835,2729,CROWS NEST DC,NSW,151.205,-33.8261
4344,2730,GORE HILL,NSW,151.192212,-33.828361
4345,2731,GREENWICH,NSW,151.192212,-33.828361
4346,2732,NAREMBURN,NSW,151.192212,-33.828361
4347,2733,ROYAL NORTH SHORE HOSPITAL,NSW,151.192212,-33.828361
4348,2734,ST LEONARDS,NSW,151.192212,-33.828361
4349,2735,WOLLSTONECRAFT,NSW,151.192212,-33.828361
4350,2736,LANE COVE,NSW,151.160912,-33.818641
4351,2737,LANE COVE NORTH,NSW,151.160912,-33.818641
4352,2738,LANE COVE WEST,NSW,151.160912,-33.818641
4353,2739,LINLEY POINT,NSW,151.160912,-33.818641
4354,2745,LONGUEVILLE,NSW,151.160912,-33.818641
4355,2747,NORTHWOOD,NSW,151.160912,-33.818641
4356,2748,OSBORNE PARK,NSW,151.160912,-33.818641
4357,2749,RIVERVIEW,NSW,151.160912,-33.818641
4358,2750,CHATSWOOD,NSW,151.17711,-33.798378
4359,2751,CHATSWOOD WEST,NSW,151.17711,-33.798378
4360,2752,CASTLECRAG,NSW,151.202715,-33.800881
4361,2753,MIDDLE COVE,NSW,151.202715,-33.800881
20209,2754,NORTH WILLOUGHBY,NSW,151.1973964,-33.79634382
4362,2756,WILLOUGHBY,NSW,151.202715,-33.800881
20210,2757,WILLOUGHBY EAST,NSW,151.206289,-33.79909157
4363,2758,WILLOUGHBY NORTH,NSW,151.202715,-33.800881
4364,2759,CASTLE COVE,NSW,151.195368,-33.780246
4365,2760,ROSEVILLE,NSW,151.195368,-33.780246
4366,2761,ROSEVILLE CHASE,NSW,151.195368,-33.780246
4367,2762,EAST LINDFIELD,NSW,151.162007,-33.78042
4368,2763,LINDFIELD,NSW,151.162007,-33.78042
4369,2765,LINDFIELD WEST,NSW,151.162007,-33.78042
20211,2766,EAST KILLARA,NSW,151.1814551,-33.75536381
4370,2767,KILLARA,NSW,151.171738,-33.761834
4371,2768,GORDON,NSW,151.153176,-33.754582
4372,2769,PYMBLE,NSW,151.130278,-33.757296
4373,2770,WEST PYMBLE,NSW,151.130278,-33.757296
4374,2773,BOBBIN HEAD,NSW,151.123716,-33.735222
4375,2774,NORTH TURRAMURRA,NSW,151.123716,-33.735222
4376,2775,SOUTH TURRAMURRA,NSW,151.123716,-33.735222
4377,2776,TURRAMURRA,NSW,151.123716,-33.735222
4378,2777,WARRAWEE,NSW,151.123716,-33.735222
4379,2778,NORTH ST IVES,NSW,151.16729,-33.723693
4380,2779,ST IVES,NSW,151.16729,-33.723693
4381,2780,ST IVES CHASE,NSW,151.16729,-33.723693
4382,2782,NORMANHURST,NSW,151.108249,-33.723263
20212,2783,NORTH WAHROONGA,NSW,151.1311234,-33.6977144
4383,2784,WAHROONGA,NSW,151.108249,-33.723263
4384,2785,ASQUITH,NSW,151.097508,-33.691922
4385,2786,HORNSBY,NSW,151.097508,-33.691922
4386,2787,HORNSBY HEIGHTS,NSW,151.097508,-33.691922
4387,2790,WAITARA,NSW,151.097508,-33.691922
4388,2791,MOUNT COLAH,NSW,151.112681,-33.666637
4389,2792,MOUNT KURING-GAI,NSW,151.143563,-33.658174
4390,2793,BEROWRA,NSW,151.150498,-33.619756
4391,2794,COWAN,NSW,151.150498,-33.619756
20213,2795,BEROWRA CREEK,NSW,151.138709,-33.54620871
4392,2797,BEROWRA HEIGHTS,NSW,151.168984,-33.561858
4393,2798,BEROWRA WATERS,NSW,151.168984,-33.561858
4394,2799,BAR POINT,NSW,151.194452,-33.525322
4395,2800,BROOKLYN,NSW,151.194452,-33.525322
20214,2803,CHEERO POINT,NSW,151.1920435,-33.51046731
4396,2804,COGRA BAY,NSW,151.194452,-33.525322
4397,2805,DANGAR ISLAND,NSW,151.194452,-33.525322
4398,2806,MILSONS PASSAGE,NSW,151.194452,-33.525322
4399,2807,MOONEY MOONEY,NSW,151.194452,-33.525322
4400,2808,AKUNA BAY,NSW,151.216929,-33.650999
4401,2809,COTTAGE POINT,NSW,151.216929,-33.650999
4402,2810,DUFFYS FOREST,NSW,151.216929,-33.650999
4403,2817,TERREY HILLS,NSW,151.216929,-33.650999
4404,2818,BELROSE,NSW,151.211719,-33.728782
4405,2820,BELROSE WEST,NSW,151.211719,-33.728782
4406,2821,DAVIDSON,NSW,151.211719,-33.728782
4407,2822,FRENCHS FOREST,NSW,151.229211,-33.75185
4408,2823,FRENCHS FOREST EAST,NSW,151.229211,-33.75185
4409,2824,FORESTVILLE,NSW,151.210531,-33.766093
4410,2825,KILLARNEY HEIGHTS,NSW,151.210531,-33.766093
4411,2826,MOSMAN,NSW,151.243351,-33.830687
4412,2827,SPIT JUNCTION,NSW,151.243351,-33.830687
20215,2828,KURRABA POINT,NSW,151.2228263,-33.84149573
4413,2829,NEUTRAL BAY,NSW,151.216869,-33.838021
4414,2830,NEUTRAL BAY JUNCTION,NSW,151.216869,-33.838021
